narrative_text,disaster_type,pension_intent
"Living in Ujjain district, I am 60 years old. i am too old to earn now. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ujjain district. I am 60 years old. i am too old to earn now.,Flood,OldAge
"I live in Ujjain district. flood destroyed my shelter completely. Due to my condition, i am too old to earn now.",Flood,OldAge
"At the age of 60, I stay in Ujjain district. flood destroyed my shelter completely. i am too old to earn now.",Flood,OldAge
"Currently residing in Ujjain district, I am 60 years old. flood destroyed my shelter completely. i am too old to earn now.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ujjain district and i am too old to earn now.,Flood,OldAge
"After the incident, I remain in Ujjain district. flood destroyed my shelter completely. At 60, i am too old to earn now.",Flood,OldAge
"My age is 60 and I stay in Ujjain district. flood destroyed my shelter completely. As a result, i am too old to earn now.",Flood,OldAge
"I reside in Ujjain district. Following the disaster, flood destroyed my shelter completely. At 60, i am too old to earn now.",Flood,OldAge
I am 60 years old and live in Ujjain district. flood destroyed my shelter completely. i am elderly and dependent on support.,Flood,OldAge
"Living in Ujjain district, I am 60 years old. i am elderly and dependent on support. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ujjain district. I am 60 years old. i am elderly and dependent on support.,Flood,OldAge
"I live in Ujjain district. flood destroyed my shelter completely. Due to my condition, i am elderly and dependent on support.",Flood,OldAge
"At the age of 60, I stay in Ujjain district. flood destroyed my shelter completely. i am elderly and dependent on support.",Flood,OldAge
"Currently residing in Ujjain district, I am 60 years old. flood destroyed my shelter completely. i am elderly and dependent on support.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ujjain district and i am elderly and dependent on support.,Flood,OldAge
"After the incident, I remain in Ujjain district. flood destroyed my shelter completely. At 60, i am elderly and dependent on support.",Flood,OldAge
"My age is 60 and I stay in Ujjain district. flood destroyed my shelter completely. As a result, i am elderly and dependent on support.",Flood,OldAge
"I reside in Ujjain district. Following the disaster, flood destroyed my shelter completely. At 60, i am elderly and dependent on support.",Flood,OldAge
I am 60 years old and live in Ujjain district. flood destroyed my shelter completely. my age does not allow me to do physical work.,Flood,OldAge
"Living in Ujjain district, I am 60 years old. my age does not allow me to do physical work. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ujjain district. I am 60 years old. my age does not allow me to do physical work.,Flood,OldAge
"I live in Ujjain district. flood destroyed my shelter completely. Due to my condition, my age does not allow me to do physical work.",Flood,OldAge
"At the age of 60, I stay in Ujjain district. flood destroyed my shelter completely. my age does not allow me to do physical work.",Flood,OldAge
"Currently residing in Ujjain district, I am 60 years old. flood destroyed my shelter completely. my age does not allow me to do physical work.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ujjain district and my age does not allow me to do physical work.,Flood,OldAge
"After the incident, I remain in Ujjain district. flood destroyed my shelter completely. At 60, my age does not allow me to do physical work.",Flood,OldAge
"My age is 60 and I stay in Ujjain district. flood destroyed my shelter completely. As a result, my age does not allow me to do physical work.",Flood,OldAge
"I reside in Ujjain district. Following the disaster, flood destroyed my shelter completely. At 60, my age does not allow me to do physical work.",Flood,OldAge
I am 60 years old and live in Ujjain district. flood destroyed my shelter completely. i have no strength to work at this age.,Flood,OldAge
"Living in Ujjain district, I am 60 years old. i have no strength to work at this age. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ujjain district. I am 60 years old. i have no strength to work at this age.,Flood,OldAge
"I live in Ujjain district. flood destroyed my shelter completely. Due to my condition, i have no strength to work at this age.",Flood,OldAge
"At the age of 60, I stay in Ujjain district. flood destroyed my shelter completely. i have no strength to work at this age.",Flood,OldAge
"Currently residing in Ujjain district, I am 60 years old. flood destroyed my shelter completely. i have no strength to work at this age.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ujjain district and i have no strength to work at this age.,Flood,OldAge
"After the incident, I remain in Ujjain district. flood destroyed my shelter completely. At 60, i have no strength to work at this age.",Flood,OldAge
"My age is 60 and I stay in Ujjain district. flood destroyed my shelter completely. As a result, i have no strength to work at this age.",Flood,OldAge
"I reside in Ujjain district. Following the disaster, flood destroyed my shelter completely. At 60, i have no strength to work at this age.",Flood,OldAge
I am 60 years old and live in Ujjain district. flood destroyed my shelter completely. due to old age i am unemployed.,Flood,OldAge
"Living in Ujjain district, I am 60 years old. due to old age i am unemployed. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ujjain district. I am 60 years old. due to old age i am unemployed.,Flood,OldAge
"I live in Ujjain district. flood destroyed my shelter completely. Due to my condition, due to old age i am unemployed.",Flood,OldAge
"At the age of 60, I stay in Ujjain district. flood destroyed my shelter completely. due to old age i am unemployed.",Flood,OldAge
"Currently residing in Ujjain district, I am 60 years old. flood destroyed my shelter completely. due to old age i am unemployed.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ujjain district and due to old age i am unemployed.,Flood,OldAge
"After the incident, I remain in Ujjain district. flood destroyed my shelter completely. At 60, due to old age i am unemployed.",Flood,OldAge
"My age is 60 and I stay in Ujjain district. flood destroyed my shelter completely. As a result, due to old age i am unemployed.",Flood,OldAge
"I reside in Ujjain district. Following the disaster, flood destroyed my shelter completely. At 60, due to old age i am unemployed.",Flood,OldAge
I am 60 years old and live in Ujjain district. flood destroyed my shelter completely. my advanced age prevents me from earning.,Flood,OldAge
"Living in Ujjain district, I am 60 years old. my advanced age prevents me from earning. flood destroyed my shelter completely.",Flood,OldAge
Flood destroyed my shelter completely in Ujjain district. I am 60 years old. my advanced age prevents me from earning.,Flood,OldAge
"I live in Ujjain district. flood destroyed my shelter completely. Due to my condition, my advanced age prevents me from earning.",Flood,OldAge
"At the age of 60, I stay in Ujjain district. flood destroyed my shelter completely. my advanced age prevents me from earning.",Flood,OldAge
"Currently residing in Ujjain district, I am 60 years old. flood destroyed my shelter completely. my advanced age prevents me from earning.",Flood,OldAge
I am 60 years of age. flood destroyed my shelter completely. I live in Ujjain district and my advanced age prevents me from earning.,Flood,OldAge
"After the incident, I remain in Ujjain district. flood destroyed my shelter completely. At 60, my advanced age prevents me from earning.",Flood,OldAge
"My age is 60 and I stay in Ujjain district. flood destroyed my shelter completely. As a result, my advanced age prevents me from earning.",Flood,OldAge
"I reside in Ujjain district. Following the disaster, flood destroyed my shelter completely. At 60, my advanced age prevents me from earning.",Flood,OldAge
I am 60 years old and live in Jaipur city. floods damaged my house. because of my age i cannot work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. because of my age i cannot work. floods damaged my house.",Flood,OldAge
Floods damaged my house in Jaipur city. I am 60 years old. because of my age i cannot work.,Flood,OldAge
"I live in Jaipur city. floods damaged my house. Due to my condition, because of my age i cannot work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. floods damaged my house. because of my age i cannot work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. floods damaged my house. because of my age i cannot work.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Jaipur city and because of my age i cannot work.,Flood,OldAge
"After the incident, I remain in Jaipur city. floods damaged my house. At 60, because of my age i cannot work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. floods damaged my house. As a result, because of my age i cannot work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, floods damaged my house. At 60, because of my age i cannot work.",Flood,OldAge
I am 60 years old and live in Jaipur city. floods damaged my house. i am too old to earn now.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am too old to earn now. floods damaged my house.",Flood,OldAge
Floods damaged my house in Jaipur city. I am 60 years old. i am too old to earn now.,Flood,OldAge
"I live in Jaipur city. floods damaged my house. Due to my condition, i am too old to earn now.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. floods damaged my house. i am too old to earn now.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. floods damaged my house. i am too old to earn now.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Jaipur city and i am too old to earn now.,Flood,OldAge
"After the incident, I remain in Jaipur city. floods damaged my house. At 60, i am too old to earn now.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. floods damaged my house. As a result, i am too old to earn now.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, floods damaged my house. At 60, i am too old to earn now.",Flood,OldAge
I am 60 years old and live in Jaipur city. floods damaged my house. i am elderly and dependent on support.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am elderly and dependent on support. floods damaged my house.",Flood,OldAge
Floods damaged my house in Jaipur city. I am 60 years old. i am elderly and dependent on support.,Flood,OldAge
"I live in Jaipur city. floods damaged my house. Due to my condition, i am elderly and dependent on support.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. floods damaged my house. i am elderly and dependent on support.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. floods damaged my house. i am elderly and dependent on support.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Jaipur city and i am elderly and dependent on support.,Flood,OldAge
"After the incident, I remain in Jaipur city. floods damaged my house. At 60, i am elderly and dependent on support.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. floods damaged my house. As a result, i am elderly and dependent on support.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, floods damaged my house. At 60, i am elderly and dependent on support.",Flood,OldAge
I am 60 years old and live in Jaipur city. floods damaged my house. my age does not allow me to do physical work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my age does not allow me to do physical work. floods damaged my house.",Flood,OldAge
Floods damaged my house in Jaipur city. I am 60 years old. my age does not allow me to do physical work.,Flood,OldAge
"I live in Jaipur city. floods damaged my house. Due to my condition, my age does not allow me to do physical work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. floods damaged my house. my age does not allow me to do physical work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. floods damaged my house. my age does not allow me to do physical work.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Jaipur city and my age does not allow me to do physical work.,Flood,OldAge
"After the incident, I remain in Jaipur city. floods damaged my house. At 60, my age does not allow me to do physical work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. floods damaged my house. As a result, my age does not allow me to do physical work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, floods damaged my house. At 60, my age does not allow me to do physical work.",Flood,OldAge
I am 60 years old and live in Jaipur city. floods damaged my house. i have no strength to work at this age.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i have no strength to work at this age. floods damaged my house.",Flood,OldAge
Floods damaged my house in Jaipur city. I am 60 years old. i have no strength to work at this age.,Flood,OldAge
"I live in Jaipur city. floods damaged my house. Due to my condition, i have no strength to work at this age.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. floods damaged my house. i have no strength to work at this age.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. floods damaged my house. i have no strength to work at this age.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Jaipur city and i have no strength to work at this age.,Flood,OldAge
"After the incident, I remain in Jaipur city. floods damaged my house. At 60, i have no strength to work at this age.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. floods damaged my house. As a result, i have no strength to work at this age.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, floods damaged my house. At 60, i have no strength to work at this age.",Flood,OldAge
I am 60 years old and live in Jaipur city. floods damaged my house. due to old age i am unemployed.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. due to old age i am unemployed. floods damaged my house.",Flood,OldAge
Floods damaged my house in Jaipur city. I am 60 years old. due to old age i am unemployed.,Flood,OldAge
"I live in Jaipur city. floods damaged my house. Due to my condition, due to old age i am unemployed.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. floods damaged my house. due to old age i am unemployed.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. floods damaged my house. due to old age i am unemployed.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Jaipur city and due to old age i am unemployed.,Flood,OldAge
"After the incident, I remain in Jaipur city. floods damaged my house. At 60, due to old age i am unemployed.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. floods damaged my house. As a result, due to old age i am unemployed.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, floods damaged my house. At 60, due to old age i am unemployed.",Flood,OldAge
I am 60 years old and live in Jaipur city. floods damaged my house. my advanced age prevents me from earning.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my advanced age prevents me from earning. floods damaged my house.",Flood,OldAge
Floods damaged my house in Jaipur city. I am 60 years old. my advanced age prevents me from earning.,Flood,OldAge
"I live in Jaipur city. floods damaged my house. Due to my condition, my advanced age prevents me from earning.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. floods damaged my house. my advanced age prevents me from earning.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. floods damaged my house. my advanced age prevents me from earning.",Flood,OldAge
I am 60 years of age. floods damaged my house. I live in Jaipur city and my advanced age prevents me from earning.,Flood,OldAge
"After the incident, I remain in Jaipur city. floods damaged my house. At 60, my advanced age prevents me from earning.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. floods damaged my house. As a result, my advanced age prevents me from earning.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, floods damaged my house. At 60, my advanced age prevents me from earning.",Flood,OldAge
I am 60 years old and live in Jaipur city. water entered my home during floods. because of my age i cannot work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. because of my age i cannot work. water entered my home during floods.",Flood,OldAge
Water entered my home during floods in Jaipur city. I am 60 years old. because of my age i cannot work.,Flood,OldAge
"I live in Jaipur city. water entered my home during floods. Due to my condition, because of my age i cannot work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. water entered my home during floods. because of my age i cannot work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. water entered my home during floods. because of my age i cannot work.",Flood,OldAge
I am 60 years of age. water entered my home during floods. I live in Jaipur city and because of my age i cannot work.,Flood,OldAge
"After the incident, I remain in Jaipur city. water entered my home during floods. At 60, because of my age i cannot work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. water entered my home during floods. As a result, because of my age i cannot work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, water entered my home during floods. At 60, because of my age i cannot work.",Flood,OldAge
I am 60 years old and live in Jaipur city. water entered my home during floods. i am too old to earn now.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am too old to earn now. water entered my home during floods.",Flood,OldAge
Water entered my home during floods in Jaipur city. I am 60 years old. i am too old to earn now.,Flood,OldAge
"I live in Jaipur city. water entered my home during floods. Due to my condition, i am too old to earn now.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. water entered my home during floods. i am too old to earn now.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. water entered my home during floods. i am too old to earn now.",Flood,OldAge
I am 60 years of age. water entered my home during floods. I live in Jaipur city and i am too old to earn now.,Flood,OldAge
"After the incident, I remain in Jaipur city. water entered my home during floods. At 60, i am too old to earn now.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. water entered my home during floods. As a result, i am too old to earn now.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, water entered my home during floods. At 60, i am too old to earn now.",Flood,OldAge
I am 60 years old and live in Jaipur city. water entered my home during floods. i am elderly and dependent on support.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am elderly and dependent on support. water entered my home during floods.",Flood,OldAge
Water entered my home during floods in Jaipur city. I am 60 years old. i am elderly and dependent on support.,Flood,OldAge
"I live in Jaipur city. water entered my home during floods. Due to my condition, i am elderly and dependent on support.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. water entered my home during floods. i am elderly and dependent on support.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. water entered my home during floods. i am elderly and dependent on support.",Flood,OldAge
I am 60 years of age. water entered my home during floods. I live in Jaipur city and i am elderly and dependent on support.,Flood,OldAge
"After the incident, I remain in Jaipur city. water entered my home during floods. At 60, i am elderly and dependent on support.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. water entered my home during floods. As a result, i am elderly and dependent on support.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, water entered my home during floods. At 60, i am elderly and dependent on support.",Flood,OldAge
I am 60 years old and live in Jaipur city. water entered my home during floods. my age does not allow me to do physical work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my age does not allow me to do physical work. water entered my home during floods.",Flood,OldAge
Water entered my home during floods in Jaipur city. I am 60 years old. my age does not allow me to do physical work.,Flood,OldAge
"I live in Jaipur city. water entered my home during floods. Due to my condition, my age does not allow me to do physical work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. water entered my home during floods. my age does not allow me to do physical work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. water entered my home during floods. my age does not allow me to do physical work.",Flood,OldAge
I am 60 years of age. water entered my home during floods. I live in Jaipur city and my age does not allow me to do physical work.,Flood,OldAge
"After the incident, I remain in Jaipur city. water entered my home during floods. At 60, my age does not allow me to do physical work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. water entered my home during floods. As a result, my age does not allow me to do physical work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, water entered my home during floods. At 60, my age does not allow me to do physical work.",Flood,OldAge
I am 60 years old and live in Jaipur city. water entered my home during floods. i have no strength to work at this age.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i have no strength to work at this age. water entered my home during floods.",Flood,OldAge
Water entered my home during floods in Jaipur city. I am 60 years old. i have no strength to work at this age.,Flood,OldAge
"I live in Jaipur city. water entered my home during floods. Due to my condition, i have no strength to work at this age.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. water entered my home during floods. i have no strength to work at this age.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. water entered my home during floods. i have no strength to work at this age.",Flood,OldAge
I am 60 years of age. water entered my home during floods. I live in Jaipur city and i have no strength to work at this age.,Flood,OldAge
"After the incident, I remain in Jaipur city. water entered my home during floods. At 60, i have no strength to work at this age.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. water entered my home during floods. As a result, i have no strength to work at this age.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, water entered my home during floods. At 60, i have no strength to work at this age.",Flood,OldAge
I am 60 years old and live in Jaipur city. water entered my home during floods. due to old age i am unemployed.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. due to old age i am unemployed. water entered my home during floods.",Flood,OldAge
Water entered my home during floods in Jaipur city. I am 60 years old. due to old age i am unemployed.,Flood,OldAge
"I live in Jaipur city. water entered my home during floods. Due to my condition, due to old age i am unemployed.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. water entered my home during floods. due to old age i am unemployed.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. water entered my home during floods. due to old age i am unemployed.",Flood,OldAge
I am 60 years of age. water entered my home during floods. I live in Jaipur city and due to old age i am unemployed.,Flood,OldAge
"After the incident, I remain in Jaipur city. water entered my home during floods. At 60, due to old age i am unemployed.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. water entered my home during floods. As a result, due to old age i am unemployed.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, water entered my home during floods. At 60, due to old age i am unemployed.",Flood,OldAge
I am 60 years old and live in Jaipur city. water entered my home during floods. my advanced age prevents me from earning.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my advanced age prevents me from earning. water entered my home during floods.",Flood,OldAge
Water entered my home during floods in Jaipur city. I am 60 years old. my advanced age prevents me from earning.,Flood,OldAge
"I live in Jaipur city. water entered my home during floods. Due to my condition, my advanced age prevents me from earning.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. water entered my home during floods. my advanced age prevents me from earning.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. water entered my home during floods. my advanced age prevents me from earning.",Flood,OldAge
I am 60 years of age. water entered my home during floods. I live in Jaipur city and my advanced age prevents me from earning.,Flood,OldAge
"After the incident, I remain in Jaipur city. water entered my home during floods. At 60, my advanced age prevents me from earning.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. water entered my home during floods. As a result, my advanced age prevents me from earning.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, water entered my home during floods. At 60, my advanced age prevents me from earning.",Flood,OldAge
I am 60 years old and live in Jaipur city. my house was submerged due to flooding. because of my age i cannot work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. because of my age i cannot work. my house was submerged due to flooding.",Flood,OldAge
My house was submerged due to flooding in Jaipur city. I am 60 years old. because of my age i cannot work.,Flood,OldAge
"I live in Jaipur city. my house was submerged due to flooding. Due to my condition, because of my age i cannot work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. my house was submerged due to flooding. because of my age i cannot work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. my house was submerged due to flooding. because of my age i cannot work.",Flood,OldAge
I am 60 years of age. my house was submerged due to flooding. I live in Jaipur city and because of my age i cannot work.,Flood,OldAge
"After the incident, I remain in Jaipur city. my house was submerged due to flooding. At 60, because of my age i cannot work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. my house was submerged due to flooding. As a result, because of my age i cannot work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, my house was submerged due to flooding. At 60, because of my age i cannot work.",Flood,OldAge
I am 60 years old and live in Jaipur city. my house was submerged due to flooding. i am too old to earn now.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am too old to earn now. my house was submerged due to flooding.",Flood,OldAge
My house was submerged due to flooding in Jaipur city. I am 60 years old. i am too old to earn now.,Flood,OldAge
"I live in Jaipur city. my house was submerged due to flooding. Due to my condition, i am too old to earn now.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. my house was submerged due to flooding. i am too old to earn now.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. my house was submerged due to flooding. i am too old to earn now.",Flood,OldAge
I am 60 years of age. my house was submerged due to flooding. I live in Jaipur city and i am too old to earn now.,Flood,OldAge
"After the incident, I remain in Jaipur city. my house was submerged due to flooding. At 60, i am too old to earn now.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. my house was submerged due to flooding. As a result, i am too old to earn now.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, my house was submerged due to flooding. At 60, i am too old to earn now.",Flood,OldAge
I am 60 years old and live in Jaipur city. my house was submerged due to flooding. i am elderly and dependent on support.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am elderly and dependent on support. my house was submerged due to flooding.",Flood,OldAge
My house was submerged due to flooding in Jaipur city. I am 60 years old. i am elderly and dependent on support.,Flood,OldAge
"I live in Jaipur city. my house was submerged due to flooding. Due to my condition, i am elderly and dependent on support.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. my house was submerged due to flooding. i am elderly and dependent on support.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. my house was submerged due to flooding. i am elderly and dependent on support.",Flood,OldAge
I am 60 years of age. my house was submerged due to flooding. I live in Jaipur city and i am elderly and dependent on support.,Flood,OldAge
"After the incident, I remain in Jaipur city. my house was submerged due to flooding. At 60, i am elderly and dependent on support.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. my house was submerged due to flooding. As a result, i am elderly and dependent on support.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, my house was submerged due to flooding. At 60, i am elderly and dependent on support.",Flood,OldAge
I am 60 years old and live in Jaipur city. my house was submerged due to flooding. my age does not allow me to do physical work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my age does not allow me to do physical work. my house was submerged due to flooding.",Flood,OldAge
My house was submerged due to flooding in Jaipur city. I am 60 years old. my age does not allow me to do physical work.,Flood,OldAge
"I live in Jaipur city. my house was submerged due to flooding. Due to my condition, my age does not allow me to do physical work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. my house was submerged due to flooding. my age does not allow me to do physical work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. my house was submerged due to flooding. my age does not allow me to do physical work.",Flood,OldAge
I am 60 years of age. my house was submerged due to flooding. I live in Jaipur city and my age does not allow me to do physical work.,Flood,OldAge
"After the incident, I remain in Jaipur city. my house was submerged due to flooding. At 60, my age does not allow me to do physical work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. my house was submerged due to flooding. As a result, my age does not allow me to do physical work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, my house was submerged due to flooding. At 60, my age does not allow me to do physical work.",Flood,OldAge
I am 60 years old and live in Jaipur city. my house was submerged due to flooding. i have no strength to work at this age.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i have no strength to work at this age. my house was submerged due to flooding.",Flood,OldAge
My house was submerged due to flooding in Jaipur city. I am 60 years old. i have no strength to work at this age.,Flood,OldAge
"I live in Jaipur city. my house was submerged due to flooding. Due to my condition, i have no strength to work at this age.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. my house was submerged due to flooding. i have no strength to work at this age.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. my house was submerged due to flooding. i have no strength to work at this age.",Flood,OldAge
I am 60 years of age. my house was submerged due to flooding. I live in Jaipur city and i have no strength to work at this age.,Flood,OldAge
"After the incident, I remain in Jaipur city. my house was submerged due to flooding. At 60, i have no strength to work at this age.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. my house was submerged due to flooding. As a result, i have no strength to work at this age.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, my house was submerged due to flooding. At 60, i have no strength to work at this age.",Flood,OldAge
I am 60 years old and live in Jaipur city. my house was submerged due to flooding. due to old age i am unemployed.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. due to old age i am unemployed. my house was submerged due to flooding.",Flood,OldAge
My house was submerged due to flooding in Jaipur city. I am 60 years old. due to old age i am unemployed.,Flood,OldAge
"I live in Jaipur city. my house was submerged due to flooding. Due to my condition, due to old age i am unemployed.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. my house was submerged due to flooding. due to old age i am unemployed.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. my house was submerged due to flooding. due to old age i am unemployed.",Flood,OldAge
I am 60 years of age. my house was submerged due to flooding. I live in Jaipur city and due to old age i am unemployed.,Flood,OldAge
"After the incident, I remain in Jaipur city. my house was submerged due to flooding. At 60, due to old age i am unemployed.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. my house was submerged due to flooding. As a result, due to old age i am unemployed.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, my house was submerged due to flooding. At 60, due to old age i am unemployed.",Flood,OldAge
I am 60 years old and live in Jaipur city. my house was submerged due to flooding. my advanced age prevents me from earning.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my advanced age prevents me from earning. my house was submerged due to flooding.",Flood,OldAge
My house was submerged due to flooding in Jaipur city. I am 60 years old. my advanced age prevents me from earning.,Flood,OldAge
"I live in Jaipur city. my house was submerged due to flooding. Due to my condition, my advanced age prevents me from earning.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. my house was submerged due to flooding. my advanced age prevents me from earning.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. my house was submerged due to flooding. my advanced age prevents me from earning.",Flood,OldAge
I am 60 years of age. my house was submerged due to flooding. I live in Jaipur city and my advanced age prevents me from earning.,Flood,OldAge
"After the incident, I remain in Jaipur city. my house was submerged due to flooding. At 60, my advanced age prevents me from earning.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. my house was submerged due to flooding. As a result, my advanced age prevents me from earning.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, my house was submerged due to flooding. At 60, my advanced age prevents me from earning.",Flood,OldAge
I am 60 years old and live in Jaipur city. flood waters washed away my belongings. because of my age i cannot work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. because of my age i cannot work. flood waters washed away my belongings.",Flood,OldAge
Flood waters washed away my belongings in Jaipur city. I am 60 years old. because of my age i cannot work.,Flood,OldAge
